"ECOLE_ID","ECOLE_NAME_FR","ECOLE_NAME_UK","ECOLE_SHORT_NAME","ECOLE_SHORT_NAME_UK","COUNTRY_ID"
"50b1cd39-fbb5-4d34-98e5-298341535e55","ECOLE DE L'AVIATION DE TRANSPORT","ECOLE DE L'AVIATION DE TRANSPORT","EAT","EAT","03"
"62d3fef2-d9c4-4858-8faa-a79e5926c549","EPAA","EPAA","EPAA","EPAA","03"
"70656748-7296-46f1-a53f-7b0a53912bd8","ACADEMIE NAVALE DE SAINT-PETERSBOURG","ACADEMIE NAVALE DE SAINT-PETERSBOURG","ANSP","ANSP","44"
"42d62e46-c50f-42f4-816e-b94c5a99cbaf","ARMED FORCES COMMAND AND STAFF COLLEGE","ARMED FORCES COMMAND AND STAFF COLLEGE","AFCSC","AFCSC","17"
"80a5a724-dfa5-4fef-8a5a-165c9c6ae652","ECOLE D'ADMINISTRATION DES FORCES DE DEFENSES DE LIBREVILLE","ECOLE D'ADMINISTRATION DES FORCES DE DEFENSES DE LIBREVILLE","EAFDL","EAFDL","11"
"2bb57272-5944-4938-ae19-b0203ee22872","NATIONAL DEFENCE ACADEMY","NATIONAL DEFENCE ACADEMY","NDA","NDA","39"
"8ac6547d-901e-4bfe-82c3-8ec29cae357a","MECHANISED INFANTRY CENTRE & SCHOOL","MECHANISED INFANTRY CENTRE & SCHOOL","MIC&S","MIC&S","39"
"3e9b63e6-f518-4cdb-90ed-a32fab5bc198","ECOLE ROYALE DE TRANSPORT ET DE LOGISTIQUE","ECOLE ROYALE DE TRANSPORT ET DE LOGISTIQUE","ERTL","ERTL","15"
"dbeee912-46a5-42eb-853f-781f85893849","CENTRE D'INSTRUCTION DU BATAILLON SPECIALE AMPHIBIE","CENTRE D'INSTRUCTION DU BATAILLON SPECIALE AMPHIBIE","CI-BSA","CI-BSA","02"
"ae76c127-a45f-4dab-ae61-95c2fb59b892","ASC CENTRE AND COLLEGE","ASC CENTRE AND COLLEGE","ASC","ASC","39"
"01627a63-8ddc-4b1f-b2b6-758b77c79db3","CENTRE D'INSTRUCTION DES BLINDES","CENTRE D'INSTRUCTION DES BLINDES","CIB","CIB","15"
"ac2f904d-94e4-4274-be04-76271d6ebb29","ACADEMIE DE LA POLICE SPECIALE DE LA POLICE DE BEIJING","ACADEMIE DE LA POLICE SPECIALE DE LA POLICE DE BEIJING","APS","APS","38"
"35e965ad-a8c5-43f2-867d-4c1c7097b556","COLLEGE OF MILITARY ENGINEERING OF PUNE","COLLEGE OF MILITARY ENGINEERING OF PUNE","CME","CME","39"
"4fef424a-f9fa-4cb3-a92b-3d488c635919","ECOLE DES OFFICIERS DE LA GENDARMERIE NATIONALE DR SONFONIA","ECOLE DES OFFICIERS DE LA GENDARMERIE NATIONALE DR SONFONIA","EOGNS","EOGNS","GIN"
"9076a270-cce7-4eb3-ab7c-0c8bd9e5319f","ARMY INSTITUTE OF PHYSICAL TRAINING","ARMY INSTITUTE OF PHYSICAL TRAINING","AIPT","AIPT","39"
"27b7c5c5-0c36-4efc-9d4d-4f3b6fb91162","ECOLE DES SPECIALITES DU GENIE","ECOLE DES SPECIALITES DU GENIE","ESG","ESG","20"
